id,ai,am_nhac,an_ninh_mang,app,bac_si,bai_hat,bau_cu,benh_vien,bien_chung,blockchain,bo_truong,bong_da,bong_ro,ca_si,cau_thu,cham_soc,chinh_phu,chinh_sach,chu_tich,chuong_trinh,co_phieu,concert,cong_dong,cong_nghe,dai_bieu,dai_hoc,dang,dao_dien,dao_tao,dau_tu,dich_benh,diem_chuan,dien_thoai,dien_vien,dinh_duong,doanh_nghiep,doi_tuyen,du_lieu,gameshow,gdp,gia_vang,giai_dau,giao_duc,giao_vien,ha_noi,hiep_dinh,hlv,hoat_dong,hoc_bong,hoc_phi,hoc_sinh,hoc_tap,hoi_nghi,huy_chuong,idol,internet,khong_khi,khung_hoang,kinh_doanh,lai_suat,lam_phat,lanh_dao,liveshow,luat,mang_5g,may_tinh,mon_hoc,mv,nam_hoc,ngan_hang,nghe_si,nghi_quyet,ngoai_giao,nguoi_dan,nhap_khau,nhiem,olympic,phan_mem,phat_trien,phau_thuat,phim,quoc_hoi,quoc_te,robot,san_khau,startup,suc_khoe,tang_truong,tennis,thanh_nien,the_thao,the_van_hoi,thi,thi_truong,thiet_bi,thong_minh,thong_tin,thu_hut,thu_khoa,thu_tuong,thuc_hien,thuoc,thuong_mai,tiem_chung,tot_nghiep,tphcm,tran_dau,trien_khai,truong_hoc,truyen_hinh,ung_thu,v_league,vaccine,van_de,viet_nam,vo_dich,world_cup,xa_hoi,xuat_khau,y_te,doc_length,category
27,2.0,0.0,0.0,3.0,0.0,0.0,0.0,14.0,12.0,6.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,7.0,,0.0,2.0,0.0,3.0,1.0,,7.0,0.0,3.0,0.0,13.0,2.0,0.0,,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,,,0.0,1.0,0.0,7.0,1.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,10.0,0.0,2.0,4.0,13.0,,0.0,1.0,0.0,0.0,4.0,10.0,3.0,0.0,2.0,,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,3.0,8.0,0.0,8.0,0.0,,0.0,5.0,1.0,0.0,9.0,0.0,7.0,10.0,,0.0,0.0,10.0,0.0,0.0,252,Health
28,0.0,5.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,3.0,2.0,3.0,10.0,0.0,2.0,5.0,0.0,0.0,0.0,7.0,1.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,,0.0,0.0,0.0,0.0,12.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,4.0,,0.0,0.0,3.0,2.0,7.0,1.0,0.0,12.0,7.0,0.0,0.0,238,Entertainment
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,14.0,0.0,0.0,5.0,,0.0,1.0,0.0,0.0,11.0,3.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,4.0,3.0,7.0,9.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,15.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,,7.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,10.0,0.0,0.0,189,Education
30,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,,0.0,,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,9.0,0.0,1.0,3.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,4.0,,0.0,0.0,,3.0,11.0,0.0,1.0,5.0,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,,,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,0.0,2.0,0.0,5.0,3.0,0.0,0.0,0.0,7.0,0.0,8.0,184,Health
31,0.0,3.0,,0.0,0.0,,0.0,0.0,3.0,,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,8.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,4.0,9.0,0.0,6.0,2.0,0.0,0.0,99,Sports
32,15.0,3.0,13.0,14.0,0.0,0.0,6.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,,0.0,1.0,,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,5.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,7.0,10.0,0.0,3.0,3.0,0.0,3.0,9.0,5.0,0.0,0.0,2.0,0.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,3.0,0.0,0.0,,3.0,0.0,2.0,3.0,3.0,9.0,0.0,0.0,8.0,0.0,0.0,255,Technology
33,0.0,3.0,0.0,13.0,0.0,0.0,1.0,1.0,2.0,9.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,3.0,12.0,4.0,0.0,0.0,3.0,0.0,,3.0,,0.0,10.0,0.0,0.0,2.0,0.0,0.0,12.0,5.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,7.0,,0.0,0.0,1.0,3.0,3.0,0.0,,0.0,0.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,,0.0,3.0,2.0,0.0,195,Technology
34,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,2.0,,11.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,13.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,1.0,2.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,134,Entertainment
35,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,14.0,4.0,0.0,0.0,0.0,1.0,0.0,,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,3.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,,1.0,0.0,10.0,,3.0,14.0,0.0,0.0,0.0,2.0,9.0,,0.0,,6.0,0.0,0.0,,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,1.0,3.0,,152,Sports
36,0.0,3.0,1.0,0.0,0.0,5.0,5.0,,10.0,0.0,0.0,0.0,1.0,7.0,0.0,12.0,3.0,4.0,,0.0,0.0,3.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,8.0,0.0,0.0,0.0,8.0,,0.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2.0,3.0,9.0,0.0,0.0,1.0,10.0,0.0,6.0,0.0,9.0,0.0,0.0,10.0,7.0,9.0,1.0,6.0,0.0,12.0,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,0.0,0.0,0.0,9.0,3.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,5.0,6.0,1.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,12.0,311,Health
37,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,,5.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,4.0,3.0,0.0,7.0,6.0,4.0,11.0,4.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,4.0,1.0,0.0,0.0,4.0,12.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,2.0,,0.0,8.0,0.0,0.0,0.0,8.0,3.0,0.0,10.0,12.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,238,Education
38,0.0,0.0,8.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,15.0,4.0,5.0,0.0,,1.0,4.0,0.0,3.0,1.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,5.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,11.0,5.0,0.0,13.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,,6.0,1.0,0.0,15.0,8.0,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,234,Politics
39,0.0,3.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,7.0,10.0,3.0,0.0,1.0,4.0,3.0,0.0,6.0,0.0,0.0,0.0,3.0,,1.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,9.0,0.0,0.0,0.0,5.0,15.0,0.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0,0.0,7.0,0.0,0.0,2.0,1.0,0.0,,1.0,11.0,0.0,,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,7.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,7.0,1.0,0.0,254,Politics
40,1.0,4.0,2.0,3.0,3.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,6.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,0.0,0.0,0.0,0.0,6.0,5.0,,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,12.0,3.0,5.0,0.0,1.0,0.0,3.0,9.0,1.0,0.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,3.0,0.0,4.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,3.0,,0.0,0.0,0.0,0.0,3.0,0.0,182,Education
41,0.0,2.0,2.0,0.0,,,10.0,0.0,0.0,0.0,13.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,9.0,3.0,8.0,0.0,,1.0,0.0,0.0,,0.0,1.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,6.0,0.0,10.0,0.0,0.0,2.0,3.0,8.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,3.0,11.0,3.0,7.0,2.0,0.0,0.0,,0.0,0.0,0.0,10.0,0.0,4.0,5.0,2.0,0.0,2.0,7.0,0.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,3.0,,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,6.0,0.0,3.0,241,Politics
42,3.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,2.0,0.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,,3.0,9.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,122,Politics
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,12.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,4.0,0.0,0.0,2.0,3.0,0.0,0.0,,0.0,,14.0,0.0,,0.0,5.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,14.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,2.0,1.0,8.0,0.0,135,Business
44,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,1.0,0.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,,0.0,2.0,0.0,0.0,,0.0,12.0,8.0,4.0,,0.0,0.0,0.0,6.0,2.0,0.0,,4.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,0.0,1.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,9.0,4.0,2.0,4.0,3.0,9.0,8.0,0.0,8.0,9.0,0.0,2.0,0.0,0.0,0.0,5.0,,0.0,5.0,4.0,0.0,203,Health
45,0.0,1.0,0.0,0.0,0.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,11.0,0.0,3.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,15.0,10.0,6.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,162,Politics
46,0.0,2.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,,14.0,1.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,14.0,0.0,2.0,0.0,2.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,0.0,,5.0,0.0,0.0,6.0,,5.0,0.0,0.0,0.0,10.0,,0.0,0.0,0.0,3.0,0.0,171,Politics
47,1.0,5.0,0.0,10.0,0.0,10.0,0.0,0.0,1.0,8.0,0.0,3.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,4.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,10.0,4.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,,0.0,2.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,,3.0,3.0,,0.0,1.0,,10.0,0.0,0.0,8.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,,0.0,1.0,,6.0,0.0,3.0,0.0,1.0,0.0,0.0,194,Technology
48,2.0,11.0,0.0,2.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,,1.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,8.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,,2.0,0.0,1.0,3.0,9.0,,0.0,3.0,0.0,15.0,0.0,5.0,4.0,6.0,5.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,5.0,0.0,4.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,204,Entertainment
49,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,11.0,3.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,,0.0,0.0,4.0,,0.0,5.0,0.0,6.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,3.0,1.0,0.0,,0.0,,0.0,1.0,0.0,0.0,0.0,4.0,0.0,9.0,0.0,0.0,0.0,5.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,,1.0,0.0,0.0,4.0,0.0,5.0,3.0,,0.0,0.0,0.0,0.0,146,Politics
50,12.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,2.0,0.0,12.0,3.0,1.0,0.0,0.0,2.0,1.0,4.0,5.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,0.0,2.0,4.0,0.0,0.0,4.0,3.0,5.0,1.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,5.0,1.0,9.0,0.0,2.0,11.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,,3.0,0.0,3.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,3.0,0.0,11.0,0.0,11.0,1.0,0.0,0.0,2.0,8.0,9.0,1.0,2.0,4.0,0.0,3.0,3.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,,0.0,10.0,5.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,250,Entertainment
51,8.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,14.0,4.0,0.0,0.0,0.0,9.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,1.0,0.0,113,Technology
52,3.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,6.0,0.0,1.0,0.0,5.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,2.0,11.0,9.0,0.0,10.0,,0.0,2.0,0.0,8.0,0.0,2.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,10.0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,178,Education
53,0.0,5.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,9.0,0.0,14.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,6.0,0.0,4.0,3.0,0.0,0.0,2.0,3.0,1.0,3.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,3.0,1.0,0.0,,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,,0.0,0.0,0.0,2.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,,11.0,,0.0,1.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,12.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,2.0,201,Education
54,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,6.0,0.0,2.0,1.0,2.0,1.0,,5.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,2.0,0.0,,0.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,14.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,161,Education
